Time,Type,Skill/Condition,Hit#,Coeff,StrikeDmg,Stacks,PerStack,CondTotal,BaseDurMs,AdjDurMs,DurBonus%,WeaversProwess,ActiveTotal,Power,WeaponStr,CondDmg,InfernoPower,CritCh%,CritDmg%,CritMul,Might,Fury,VulnStacks,VulnMul,StrikeMul,BaseStrike,AddStrike,PyroMul,StormMul,BoltMul,SerratedMul,FieryMightMul,PiercingMul,FlowLikeWaterMul,ZapMul,RelicStrikeMul,CondMul,SigilCondAdd,SigilCondMul,BaseTick,TempAria,TranscTemp,ElemRage,EmpAuras,FamProwess,EmpFlame,PowOvr,PolyPow,PolyFer,Att,Att2,Extra
25.240,APPLY,Burning,,,,2,,,4000,8000,100.07,true,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunspot
25.240,SWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fire/Water→Fire/Fire
25.240,CAST,Wildfire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fire,,840ms
25.240,HIT,Fire Attunement,1.1,0,0,,,,,,,,,3261,1100,2818,,92,150,1.46,25,true,25,1.25,1.643,1.17,0.17,1.07,1,1,1.05,1,1,1,1,1,1.641,,,,,,,,,150,0,200,0,Fire,Fire,
25.240,HIT,Sunspot,1.1,0.6,855,,,,,,,,,3261,690.5,2818,,0,150,1,25,true,25,1.25,1.643,1.17,0.17,1.07,1,1,1.05,1,1,1,1,1,1.641,,,,,,,,,150,0,200,0,Fire,,
25.440,TICK,Bleeding,,,,48,263,12640,,,,,,,,2818,0,,,,25,,25,1.25,,,,,,,,,,,,,1.378,0,1.05,191.08,0,0,0.05,0,0,,,,,,,
25.680,TICK,Torment,,,,3,393,1180,,,,,,,,2818,0,,,,25,,25,1.25,,,,,,,,,,,,,1.378,0,1.05,285.42,0,0,0.05,0,0,,,,,,,
26.000,TICK,Burning,,,,27,782,21127,,,,,,,,2818,0,,,,25,,25,1.25,,,,,,,,,,,,,1.378,0,1.05,567.79,0,0,0.05,0,0,,,,,,,
26.080,CAST,Phoenix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fire,,480ms
26.400,HIT,Phoenix,1.1,0.75,2259,,,,,,,,,3261,1000,2818,,92,150,1.46,25,true,25,1.25,1.643,1.17,0.17,1.07,1,1,1.05,1,1,1,1,1,1.641,,,,,,,,,150,0,200,0,Fire,Fire,
26.400,APPLY,Bleeding,,,,1,,,6000,10804,80.07,false,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sigil of Earth
26.440,APPLY,Burning,,,,2,,,6000,10804,80.07,false,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phoenix
26.440,HIT,Phoenix,2.1,1.7,5121,,,,,,,,,3261,1000,2818,,92,150,1.46,25,true,25,1.25,1.643,1.17,0.17,1.07,1,1,1.05,1,1,1,1,1,1.641,,,,,,,,,150,0,200,0,Fire,Fire,
26.440,TICK,Bleeding,,,,46,263,12113,,,,,,,,2818,0,,,,25,,25,1.25,,,,,,,,,,,,,1.378,0,1.05,191.08,0,0,0.05,0,0,,,,,,,
26.460,HIT,Phoenix,3.1,0.75,2259,,,,,,,,,3261,1000,2818,,92,150,1.46,25,true,25,1.25,1.643,1.17,0.17,1.07,1,1,1.05,1,1,1,1,1,1.641,,,,,,,,,150,0,200,0,Fire,Fire,
26.560,CAST,Flamestrike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fire,,600ms
26.680,TICK,Torment,,,,3,393,1180,,,,,,,,2818,0,,,,25,,25,1.25,,,,,,,,,,,,,1.378,0,1.05,285.42,0,0,0.05,0,0,,,,,,,
26.800,APPLY,Burning,,,,1,,,3000,5402,80.07,false,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wildfire
26.800,HIT,Wildfire,1.1,0.44,1193,,,,,,,,,3261,900,2818,,92,150,1.46,25,true,25,1.25,1.643,1.17,0.17,1.07,1,1,1.05,1,1,1,1,1,1.641,,,,,,,,,150,0,200,0,Fire,Fire,field
26.800,APPLY,Burning,,,,1,,,1500,2701,80.07,false,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flamestrike
26.800,HIT,Flamestrike,1.1,0.5,1506,,,,,,,,,3261,1000,2818,,92,150,1.46,25,true,25,1.25,1.643,1.17,0.17,1.07,1,1,1.05,1,1,1,1,1,1.641,,,,,,,,,150,0,200,0,Fire,Fire,
27.000,TICK,Burning,,,,29,782,22692,,,,,,,,2818,0,,,,25,,25,1.25,,,,,,,,,,,,,1.378,0,1.05,567.79,0,0,0.05,0,0,,,,,,,
27.080,APPLY,Burning,,,,1,,,2500,4502,80.07,false,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flamestrike
27.080,HIT,Flamestrike,2.1,0.7,2109,,,,,,,,,3261,1000,2818,,92,150,1.46,25,true,25,1.25,1.643,1.17,0.17,1.07,1,1,1.05,1,1,1,1,1,1.641,,,,,,,,,150,0,200,0,Fire,Fire,
27.160,CAST,Flamestrike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fire,,600ms
27.400,APPLY,Burning,,,,1,,,1500,2701,80.07,false,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flamestrike
27.400,HIT,Flamestrike,1.1,0.5,1506,,,,,,,,,3261,1000,2818,,92,150,1.46,25,true,25,1.25,1.643,1.17,0.17,1.07,1,1,1.05,1,1,1,1,1,1.641,,,,,,,,,150,0,200,0,Fire,Fire,
27.440,TICK,Bleeding,,,,44,263,11587,,,,,,,,2818,0,,,,25,,25,1.25,,,,,,,,,,,,,1.378,0,1.05,191.08,0,0,0.05,0,0,,,,,,,
27.680,APPLY,Burning,,,,1,,,2500,4502,80.07,false,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flamestrike
27.680,HIT,Flamestrike,2.1,0.7,2109,,,,,,,,,3261,1000,2818,,92,150,1.46,25,true,25,1.25,1.643,1.17,0.17,1.07,1,1,1.05,1,1,1,1,1,1.641,,,,,,,,,150,0,200,0,Fire,Fire,
27.680,TICK,Torment,,,,3,393,1180,,,,,,,,2818,0,,,,25,,25,1.25,,,,,,,,,,,,,1.378,0,1.05,285.42,0,0,0.05,0,0,,,,,,,
27.760,CAST,Primordial Stance (Fire),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fire,,0ms
27.760,CAST,Dragon's Tooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fire,,680ms
27.800,APPLY,Burning,,,,1,,,3000,5402,80.07,false,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wildfire
27.800,HIT,Wildfire,1.2,0.44,1193,,,,,,,,,3261,900,2818,,92,150,1.46,25,true,25,1.25,1.643,1.17,0.17,1.07,1,1,1.05,1,1,1,1,1,1.641,,,,,,,,,150,0,200,0,Fire,Fire,field
28.000,TICK,Burning,,,,29,782,22692,,,,,,,,2818,0,,,,25,,25,1.25,,,,,,,,,,,,,1.378,0,1.05,567.79,0,0,0.05,0,0,,,,,,,
28.440,CAST,Signet of Earth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fire,,520ms
28.440,TICK,Bleeding,,,,39,263,10270,,,,,,,,2818,0,,,,25,,25,1.25,,,,,,,,,,,,,1.378,0,1.05,191.08,0,0,0.05,0,0,,,,,,,
28.680,TICK,Torment,,,,3,393,1180,,,,,,,,2818,0,,,,25,,25,1.25,,,,,,,,,,,,,1.378,0,1.05,285.42,0,0,0.05,0,0,,,,,,,
28.760,APPLY,Burning,,,,1,,,2000,3601,80.07,false,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primordial Stance
28.760,APPLY,Burning,,,,1,,,2000,3601,80.07,false,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primordial Stance
28.760,HIT,Primordial Stance (Fire),1.1,0.33,686,,,,,,,,,3261,690.5,2818,,92,150,1.46,25,true,25,1.25,1.643,1.17,0.17,1.07,1,1,1.05,1,1,1,1,1,1.641,,,,,,,,,150,0,200,0,Fire,Fire,field
28.800,APPLY,Burning,,,,1,,,3000,5402,80.07,false,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wildfire
28.800,HIT,Wildfire,1.3,0.44,1193,,,,,,,,,3261,900,2818,,92,150,1.46,25,true,25,1.25,1.643,1.17,0.17,1.07,1,1,1.05,1,1,1,1,1,1.641,,,,,,,,,150,0,200,0,Fire,Fire,field
28.880,APPLY,Bleeding,,,,4,,,9000,16206,80.07,false,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Signet of Earth
28.880,HIT,Signet of Earth,1.1,0.5,1040,,,,,,,,,3261,690.5,2818,,92,150,1.46,25,true,25,1.25,1.643,1.17,0.17,1.07,1,1,1.05,1,1,1,1,1,1.641,,,,,,,,,150,0,200,0,Fire,Fire,
28.880,APPLY,Bleeding,,,,1,,,6000,10804,80.07,false,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sigil of Earth
28.880,APPLY,Bleeding,,,,3,,,10000,18007,80.07,false,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strength of Stone
28.960,APPLY,Burning,,,,1,,,7000,12605,80.07,false,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flame Expulsion
28.960,SWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fire/Fire→Earth/Fire
28.960,CAST,Rock Barrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Earth,,760ms
28.960,HIT,Earth Attunement,1.1,0,0,,,,,,,,,3111,1100,2818,,92,150,1.46,25,true,25,1.25,1.643,1.17,0.17,1.07,1,1,1.05,1,1,1,1,1,1.641,,,,,,,,,0,0,200,0,Earth,Fire,
28.960,HIT,Flame Expulsion,1.1,1.5,2785,,,,,,,,,2911,690.5,2818,,92,150,1.46,25,true,25,1.25,1.643,1.17,0.17,1.07,1,1,1.05,1,1,1,1,1,1.641,,,,,,,,,0,0,0,0,Earth,,
28.960,HIT,Earthen Blast,1.1,0.36,458,,,,,,,,,2911,690.5,2818,,0,150,1,25,true,25,1.25,1.643,1.17,0.17,1.07,1,1,1.05,1,1,1,1,1,1.641,,,,,,,,,0,0,0,0,Earth,,
29.000,TICK,Burning,,,,29,782,22692,,,,,,,,2818,0,,,,25,,25,1.25,,,,,,,,,,,,,1.378,0,1.05,567.79,0,0,0.05,0,0,,,,,,,
29.440,TICK,Bleeding,,,,41,263,10797,,,,,,,,2818,0,,,,25,,25,1.25,,,,,,,,,,,,,1.378,0,1.05,191.08,0,0,0.05,0,0,,,,,,,
29.680,TICK,Torment,,,,3,393,1180,,,,,,,,2818,0,,,,25,,25,1.25,,,,,,,,,,,,,1.378,0,1.05,285.42,0,0,0.05,0,0,,,,,,,
29.720,CAST,Hurl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Earth,,0ms
29.720,CAST,Fracturing Strike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Earth,,920ms
29.720,HIT,Rock Barrier,1.1,0,0,,,,,,,,,3111,1000,2818,,92,150,1.46,25,true,25,1.25,1.643,1.17,0.17,1.07,1,1,1.05,1,1,1,1,1,1.641,,,,,,,,,0,0,200,0,Earth,Fire,
29.760,APPLY,Bleeding,,,,2,,,6000,12000,100.07,true,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primordial Stance
29.760,APPLY,Burning,,,,1,,,2000,4000,100.07,true,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primordial Stance
29.760,HIT,Primordial Stance (Fire),1.2,0.33,686,,,,,,,,,3261,690.5,2818,,92,150,1.46,25,true,25,1.25,1.643,1.17,0.17,1.07,1,1,1.05,1,1,1,1,1,1.641,,,,,,,,,150,0,200,0,Fire,Fire,field
29.800,APPLY,Burning,,,,1,,,3000,6000,100.07,true,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wildfire
29.800,HIT,Wildfire,1.4,0.44,1193,,,,,,,,,3261,900,2818,,92,150,1.46,25,true,25,1.25,1.643,1.17,0.17,1.07,1,1,1.05,1,1,1,1,1,1.641,,,,,,,,,150,0,200,0,Fire,Fire,field
29.960,APPLY,Burning,,,,1,,,2000,4000,100.07,true,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fracturing Strike
29.960,HIT,Fracturing Strike,1.1,1.2,3449,,,,,,,,,3111,1000,2818,,92,150,1.46,25,true,25,1.25,1.643,1.17,0.17,1.07,1,1,1.05,1,1,1,1,1,1.641,,,,,,,,,0,0,200,0,Earth,Fire,
29.960,APPLY,Burning,,,,1,,,3000,6000,100.07,true,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burning Precision
30.000,TICK,Burning,,,,29,782,22692,,,,,,,,2818,0,,,,25,,25,1.25,,,,,,,,,,,,,1.378,0,1.05,567.79,0,0,0.05,0,0,,,,,,,
30.020,APPLY,Bleeding,,,,1,,,8000,16000,100.07,true,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hurl
30.020,HIT,Hurl,1.1,0.44,1264,,,,,,,,,3111,1000,2818,,92,150,1.46,25,true,25,1.25,1.643,1.17,0.17,1.07,1,1,1.05,1,1,1,1,1,1.641,,,,,,,,,0,0,200,0,Earth,Fire,
30.020,APPLY,Burning,,,,1,,,1000,2000,100.07,true,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Combo (Fire/Projectile)
30.220,APPLY,Bleeding,,,,1,,,8000,16000,100.07,true,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hurl
30.220,HIT,Hurl,2.1,0.44,1264,,,,,,,,,3111,1000,2818,,92,150,1.46,25,true,25,1.25,1.643,1.17,0.17,1.07,1,1,1.05,1,1,1,1,1,1.641,,,,,,,,,0,0,200,0,Earth,Fire,
30.220,APPLY,Burning,,,,1,,,1000,2000,100.07,true,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Combo (Fire/Projectile)
30.360,APPLY,Burning,,,,1,,,10000,20000,100.07,true,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dragon's Tooth
30.360,HIT,Dragon's Tooth,1.1,2.25,6778,,,,,,,,,3261,1000,2818,,92,150,1.46,25,true,25,1.25,1.643,1.17,0.17,1.07,1,1,1.05,1,1,1,1,1,1.641,,,,,,,,,150,0,200,0,Fire,Fire,
30.420,APPLY,Bleeding,,,,1,,,8000,16000,100.07,true,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hurl
30.420,HIT,Hurl,3.1,0.44,1264,,,,,,,,,3111,1000,2818,,92,150,1.46,25,true,25,1.25,1.643,1.17,0.17,1.07,1,1,1.05,1,1,1,1,1,1.641,,,,,,,,,0,0,200,0,Earth,Fire,
30.420,APPLY,Burning,,,,1,,,1000,2000,100.07,true,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Combo (Fire/Projectile)
30.440,TICK,Bleeding,,,,46,263,12113,,,,,,,,2818,0,,,,25,,25,1.25,,,,,,,,,,,,,1.378,0,1.05,191.08,0,0,0.05,0,0,,,,,,,
30.560,APPLY,Burning,,,,1,,,2000,4000,100.07,true,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fracturing Strike
30.560,HIT,Fracturing Strike,2.1,1.2,3449,,,,,,,,,3111,1000,2818,,92,150,1.46,25,true,25,1.25,1.643,1.17,0.17,1.07,1,1,1.05,1,1,1,1,1,1.641,,,,,,,,,0,0,200,0,Earth,Fire,
30.620,APPLY,Bleeding,,,,1,,,8000,16000,100.07,true,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hurl
30.620,HIT,Hurl,4.1,0.44,1264,,,,,,,,,3111,1000,2818,,92,150,1.46,25,true,25,1.25,1.643,1.17,0.17,1.07,1,1,1.05,1,1,1,1,1,1.641,,,,,,,,,0,0,200,0,Earth,Fire,
30.620,APPLY,Burning,,,,1,,,1000,2000,100.07,true,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Combo (Fire/Projectile)
30.640,CAST,Stone Shards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Earth,,1400ms
30.680,TICK,Torment,,,,3,393,1180,,,,,,,,2818,0,,,,25,,25,1.25,,,,,,,,,,,,,1.378,0,1.05,285.42,0,0,0.05,0,0,,,,,,,
30.760,APPLY,Bleeding,,,,2,,,6000,12000,100.07,true,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primordial Stance
30.760,APPLY,Burning,,,,1,,,2000,4000,100.07,true,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primordial Stance
30.760,HIT,Primordial Stance (Fire),1.3,0.33,686,,,,,,,,,3261,690.5,2818,,92,150,1.46,25,true,25,1.25,1.643,1.17,0.17,1.07,1,1,1.05,1,1,1,1,1,1.641,,,,,,,,,150,0,200,0,Fire,Fire,field
30.800,APPLY,Burning,,,,1,,,3000,6000,100.07,true,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wildfire
30.800,HIT,Wildfire,1.5,0.44,1193,,,,,,,,,3261,900,2818,,92,150,1.46,25,true,25,1.25,1.643,1.17,0.17,1.07,1,1,1.05,1,1,1,1,1,1.641,,,,,,,,,150,0,200,0,Fire,Fire,field
30.820,APPLY,Bleeding,,,,1,,,8000,16000,100.07,true,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hurl
30.820,HIT,Hurl,5.1,0.44,1264,,,,,,,,,3111,1000,2818,,92,150,1.46,25,true,25,1.25,1.643,1.17,0.17,1.07,1,1,1.05,1,1,1,1,1,1.641,,,,,,,,,0,0,200,0,Earth,Fire,
30.820,APPLY,Burning,,,,1,,,1000,2000,100.07,true,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Combo (Fire/Projectile)
31.000,TICK,Burning,,,,34,782,26605,,,,,,,,2818,0,,,,25,,25,1.25,,,,,,,,,,,,,1.378,0,1.05,567.79,0,0,0.05,0,0,,,,,,,
31.360,APPLY,Bleeding,,,,1,,,6000,12000,100.07,true,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stone Shards
31.360,HIT,Stone Shards,1.1,0.5,1437,,,,,,,,,3111,1000,2818,,92,150,1.46,25,true,25,1.25,1.643,1.17,0.17,1.07,1,1,1.05,1,1,1,1,1,1.641,,,,,,,,,0,0,200,0,Earth,Fire,
31.360,APPLY,Bleeding,,,,1,,,6000,12000,100.07,true,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sigil of Earth
31.440,TICK,Bleeding,,,,50,263,13167,,,,,,,,2818,0,,,,25,,25,1.25,,,,,,,,,,,,,1.378,0,1.05,191.08,0,0,0.05,0,0,,,,,,,
31.640,APPLY,Bleeding,,,,1,,,6000,12000,100.07,true,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stone Shards
31.640,HIT,Stone Shards,2.1,0.5,1437,,,,,,,,,3111,1000,2818,,92,150,1.46,25,true,25,1.25,1.643,1.17,0.17,1.07,1,1,1.05,1,1,1,1,1,1.641,,,,,,,,,0,0,200,0,Earth,Fire,
31.680,TICK,Torment,,,,3,393,1180,,,,,,,,2818,0,,,,25,,25,1.25,,,,,,,,,,,,,1.378,0,1.05,285.42,0,0,0.05,0,0,,,,,,,
31.760,APPLY,Bleeding,,,,2,,,6000,12000,100.07,true,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primordial Stance
31.760,APPLY,Burning,,,,1,,,2000,4000,100.07,true,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primordial Stance
31.760,HIT,Primordial Stance (Fire),1.4,0.33,686,,,,,,,,,3261,690.5,2818,,92,150,1.46,25,true,25,1.25,1.643,1.17,0.17,1.07,1,1,1.05,1,1,1,1,1,1.641,,,,,,,,,150,0,200,0,Fire,Fire,field
31.800,APPLY,Burning,,,,1,,,3000,6000,100.07,true,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wildfire
31.800,HIT,Wildfire,1.6,0.44,1193,,,,,,,,,3261,900,2818,,92,150,1.46,25,true,25,1.25,1.643,1.17,0.17,1.07,1,1,1.05,1,1,1,1,1,1.641,,,,,,,,,150,0,200,0,Fire,Fire,field
31.880,APPLY,Bleeding,,,,1,,,6000,12000,100.07,true,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stone Shards
31.880,HIT,Stone Shards,3.1,0.5,1437,,,,,,,,,3111,1000,2818,,92,150,1.46,25,true,25,1.25,1.643,1.17,0.17,1.07,1,1,1.05,1,1,1,1,1,1.641,,,,,,,,,0,0,200,0,Earth,Fire,
31.880,APPLY,Bleeding,,,,3,,,10000,20000,100.07,true,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strength of Stone
32.000,TICK,Burning,,,,33,782,25822,,,,,,,,2818,0,,,,25,,25,1.25,,,,,,,,,,,,,1.378,0,1.05,567.79,0,0,0.05,0,0,,,,,,,
32.040,CAST,Signet of Fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Earth,,520ms
32.440,TICK,Bleeding,,,,54,263,14220,,,,,,,,2818,0,,,,25,,25,1.25,,,,,,,,,,,,,1.378,0,1.05,191.08,0,0,0.05,0,0,,,,,,,
32.480,APPLY,Burning,,,,2,,,10000,20000,100.07,true,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Signet of Fire
32.480,HIT,Signet of Fire,1.1,0.5,992,,,,,,,,,3111,690.5,2818,,92,150,1.46,25,true,25,1.25,1.643,1.17,0.17,1.07,1,1,1.05,1,1,1,1,1,1.641,,,,,,,,,0,0,200,0,Earth,Fire,
32.560,APPLY,Burning,,,,2,,,4000,8000,100.07,true,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunspot
32.560,SWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Earth/Fire→Fire/Earth
32.560,CAST,Dust Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fire,,840ms
32.560,HIT,Fire Attunement,1.1,0,0,,,,,,,,,3261,1100,2818,,92,150,1.46,25,true,25,1.25,1.643,1.17,0.17,1.07,1,1,1.05,1,1,1,1,1,1.641,,,,,,,,,150,0,200,0,Fire,Earth,
32.560,HIT,Sunspot,1.1,0.6,855,,,,,,,,,3261,690.5,2818,,0,150,1,25,true,25,1.25,1.643,1.17,0.17,1.07,1,1,1.05,1,1,1,1,1,1.641,,,,,,,,,150,0,200,0,Fire,,
32.680,TICK,Torment,,,,3,393,1180,,,,,,,,2818,0,,,,25,,25,1.25,,,,,,,,,,,,,1.378,0,1.05,285.42,0,0,0.05,0,0,,,,,,,
32.760,APPLY,Burning,,,,1,,,2000,4000,100.07,true,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primordial Stance
32.760,APPLY,Bleeding,,,,2,,,6000,12000,100.07,true,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primordial Stance
32.760,HIT,Primordial Stance (Fire),1.5,0.33,686,,,,,,,,,3261,690.5,2818,,92,150,1.46,25,true,25,1.25,1.643,1.17,0.17,1.07,1,1,1.05,1,1,1,1,1,1.641,,,,,,,,,150,0,200,0,Fire,Fire,field
32.800,APPLY,Burning,,,,1,,,3000,6000,100.07,true,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wildfire
32.800,HIT,Wildfire,1.7,0.44,1193,,,,,,,,,3261,900,2818,,92,150,1.46,25,true,25,1.25,1.643,1.17,0.17,1.07,1,1,1.05,1,1,1,1,1,1.641,,,,,,,,,150,0,200,0,Fire,Fire,field
33.000,TICK,Burning,,,,30,782,23475,,,,,,,,2818,0,,,,25,,25,1.25,,,,,,,,,,,,,1.378,0,1.05,567.79,0,0,0.05,0,0,,,,,,,
33.400,CAST,Dragon's Tooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fire,,680ms
33.440,TICK,Bleeding,,,,54,263,14220,,,,,,,,2818,0,,,,25,,25,1.25,,,,,,,,,,,,,1.378,0,1.05,191.08,0,0,0.05,0,0,,,,,,,
33.680,TICK,Torment,,,,3,393,1180,,,,,,,,2818,0,,,,25,,25,1.25,,,,,,,,,,,,,1.378,0,1.05,285.42,0,0,0.05,0,0,,,,,,,
33.800,APPLY,Burning,,,,1,,,3000,6000,100.07,true,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wildfire
33.800,HIT,Wildfire,1.8,0.44,1193,,,,,,,,,3261,900,2818,,92,150,1.46,25,true,25,1.25,1.643,1.17,0.17,1.07,1,1,1.05,1,1,1,1,1,1.641,,,,,,,,,150,0,200,0,Fire,Fire,field
34.000,TICK,Burning,,,,26,782,20345,,,,,,,,2818,0,,,,25,,25,1.25,,,,,,,,,,,,,1.378,0,1.05,567.79,0,0,0.05,0,0,,,,,,,
34.080,CAST,Flamestrike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fire,,600ms
34.120,APPLY,Bleeding,,,,2,,,10000,20000,100.07,true,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dust Storm
34.120,HIT,Dust Storm,1.1,0.3,813,,,,,,,,,3261,900,2818,,92,150,1.46,25,true,25,1.25,1.643,1.17,0.17,1.07,1,1,1.05,1,1,1,1,1,1.641,,,,,,,,,150,0,200,0,Fire,Earth,
34.120,APPLY,Bleeding,,,,1,,,6000,12000,100.07,true,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sigil of Earth
34.320,APPLY,Burning,,,,1,,,1500,3000,100.07,true,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flamestrike
34.320,HIT,Flamestrike,1.1,0.5,1506,,,,,,,,,3261,1000,2818,,92,150,1.46,25,true,25,1.25,1.643,1.17,0.17,1.07,1,1,1.05,1,1,1,1,1,1.641,,,,,,,,,150,0,200,0,Fire,Earth,
34.440,TICK,Bleeding,,,,52,263,13693,,,,,,,,2818,0,,,,25,,25,1.25,,,,,,,,,,,,,1.378,0,1.05,191.08,0,0,0.05,0,0,,,,,,,
34.600,APPLY,Burning,,,,1,,,2500,5000,100.07,true,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flamestrike
