Time,Type,Skill/Condition,Hit#,Coeff,StrikeDmg,Stacks,PerStack,CondTotal,BaseDurMs,AdjDurMs,DurBonus%,WeaversProwess,ActiveTotal,Power,WeaponStr,CondDmg,InfernoPower,CritCh%,CritDmg%,CritMul,Might,Fury,VulnStacks,VulnMul,StrikeMul,BaseStrike,AddStrike,PyroMul,StormMul,BoltMul,SerratedMul,FieryMightMul,PiercingMul,FlowLikeWaterMul,ZapMul,RelicStrikeMul,CondMul,SigilCondAdd,SigilCondMul,BaseTick,TempAria,TranscTemp,ElemRage,EmpAuras,FamProwess,EmpFlame,PowOvr,PolyPow,PolyFer,Att,Att2,Extra
19.884,APPLY,Burning,,,,1,,,3000,5700,90,false,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overload Fire
19.884,HIT,Overload Fire,7.1,0.9,7100,,,,,,,,,4065,1100,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,
19.924,APPLY,Burning,,,,1,,,2000,3800,90,false,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glyph of Storms (Fire)
19.924,HIT,Glyph of Storms (Fire),1.7,0.5,2476,,,,,,,,,4065,690.5,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,field
19.998,TICK,Burning,,,,25,681,17026,,,,,,,,750,4065,,,,25,,25,1.25,,,,,,,,,,,,,1.563,0,1,435.88,0.05,0.2,0,0,0,,,,,,,
20.004,APPLY,Burning,,,,1,,,1500,2850,90,false,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flamestrike
20.004,HIT,Flamestrike,1.1,0.5,3586,,,,,,,,,4065,1000,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,
20.284,APPLY,Burning,,,,1,,,2500,4750,90,false,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flamestrike
20.284,HIT,Flamestrike,2.1,0.7,5020,,,,,,,,,4065,1000,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,
20.364,CAST,Flamestrike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fire,,600ms
20.604,APPLY,Burning,,,,1,,,10000,19000,90,false,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dragon's Tooth
20.604,HIT,Dragon's Tooth,1.1,2.25,16137,,,,,,,,,4065,1000,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,
20.604,APPLY,Burning,,,,1,,,1500,2850,90,false,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flamestrike
20.604,HIT,Flamestrike,1.1,0.5,3586,,,,,,,,,4065,1000,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,
20.884,APPLY,Burning,,,,1,,,3000,5700,90,false,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overload Fire
20.884,HIT,Overload Fire,8.1,0.9,7100,,,,,,,,,4065,1100,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,
20.884,APPLY,Burning,,,,1,,,2500,4750,90,false,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flamestrike
20.884,HIT,Flamestrike,2.1,0.7,5020,,,,,,,,,4065,1000,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,
20.924,APPLY,Burning,,,,1,,,2000,3800,90,false,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glyph of Storms (Fire)
20.924,HIT,Glyph of Storms (Fire),1.8,0.5,2476,,,,,,,,,4065,690.5,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,field
20.964,CAST,Flamestrike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fire,,600ms
20.998,TICK,Burning,,,,29,681,19751,,,,,,,,750,4065,,,,25,,25,1.25,,,,,,,,,,,,,1.563,0,1,435.88,0.05,0.2,0,0,0,,,,,,,
21.204,APPLY,Burning,,,,1,,,1500,2850,90,false,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flamestrike
21.204,HIT,Flamestrike,1.1,0.5,3586,,,,,,,,,4065,1000,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,
21.484,APPLY,Burning,,,,1,,,2500,4750,90,false,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flamestrike
21.484,HIT,Flamestrike,2.1,0.7,5020,,,,,,,,,4065,1000,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,
21.564,CAST,Flamestrike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fire,,600ms
21.804,APPLY,Burning,,,,1,,,1500,2850,90,false,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flamestrike
21.804,HIT,Flamestrike,1.1,0.5,3586,,,,,,,,,4065,1000,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,
21.884,APPLY,Burning,,,,1,,,3000,5700,90,false,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overload Fire
21.884,HIT,Overload Fire,9.1,0.9,7100,,,,,,,,,4065,1100,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,
21.924,APPLY,Burning,,,,1,,,2000,3800,90,false,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glyph of Storms (Fire)
21.924,HIT,Glyph of Storms (Fire),1.9,0.5,2476,,,,,,,,,4065,690.5,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,field
21.998,TICK,Burning,,,,31,681,21113,,,,,,,,750,4065,,,,25,,25,1.25,,,,,,,,,,,,,1.563,0,1,435.88,0.05,0.2,0,0,0,,,,,,,
22.084,APPLY,Burning,,,,1,,,2500,4750,90,false,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flamestrike
22.084,HIT,Flamestrike,2.1,0.7,5020,,,,,,,,,4065,1000,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,
22.164,CAST,Ring of Fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fire,,480ms
22.444,APPLY,Burning,,,,2,,,4000,7600,90,false,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ring of Fire
22.444,HIT,Ring of Fire,1.1,2,14344,,,,,,,,,4065,1000,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,
22.560,HIT,Glyph of Elementals,10.1,0,985,,,,,,,,,4065,690.5,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,flat-strike
22.644,CAST,Dragon's Tooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fire,,680ms
22.884,APPLY,Burning,,,,1,,,3000,5700,90,false,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overload Fire
22.884,HIT,Overload Fire,10.1,0.9,7100,,,,,,,,,4065,1100,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,
22.924,APPLY,Burning,,,,1,,,2000,3800,90,false,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glyph of Storms (Fire)
22.924,HIT,Glyph of Storms (Fire),1.10,0.5,2476,,,,,,,,,4065,690.5,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,field
22.998,TICK,Burning,,,,30,681,20432,,,,,,,,750,4065,,,,25,,25,1.25,,,,,,,,,,,,,1.563,0,1,435.88,0.05,0.2,0,0,0,,,,,,,
23.324,CAST,Flamestrike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fire,,600ms
23.564,APPLY,Burning,,,,1,,,1500,2850,90,false,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flamestrike
23.564,HIT,Flamestrike,1.1,0.5,3586,,,,,,,,,4065,1000,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,
23.844,APPLY,Burning,,,,1,,,2500,4750,90,false,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flamestrike
23.844,HIT,Flamestrike,2.1,0.7,5020,,,,,,,,,4065,1000,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,
23.924,CAST,Flamestrike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fire,,600ms
23.924,APPLY,Burning,,,,1,,,2000,3800,90,false,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glyph of Storms (Fire)
23.924,HIT,Glyph of Storms (Fire),1.11,0.5,2476,,,,,,,,,4065,690.5,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,field
23.998,TICK,Burning,,,,30,681,20432,,,,,,,,750,4065,,,,25,,25,1.25,,,,,,,,,,,,,1.563,0,1,435.88,0.05,0.2,0,0,0,,,,,,,
24.164,APPLY,Burning,,,,1,,,1500,2850,90,false,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flamestrike
24.164,HIT,Flamestrike,1.1,0.5,3586,,,,,,,,,4065,1000,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,
24.444,APPLY,Burning,,,,1,,,2500,4750,90,false,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flamestrike
24.444,HIT,Flamestrike,2.1,0.7,5020,,,,,,,,,4065,1000,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,
24.524,CAST,Flamestrike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fire,,600ms
24.764,APPLY,Burning,,,,1,,,1500,2850,90,false,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flamestrike
24.764,HIT,Flamestrike,1.1,0.5,3586,,,,,,,,,4065,1000,750,,91.095,233.533,2.216,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,150,300,0,0,Fire,,
24.764,APPLY,Burning,,,,1,,,3000,5700,90,false,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burning Precision
24.998,TICK,Burning,,,,28,681,19070,,,,,,,,750,4065,,,,25,,25,1.25,,,,,,,,,,,,,1.563,0,1,435.88,0.05,0.2,0,0,0,,,,,,,
25.044,APPLY,Burning,,,,1,,,2500,4750,90,false,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flamestrike
25.044,HIT,Flamestrike,2.1,0.7,4091,,,,,,,,,4065,1000,750,,91.095,233.533,2.216,25,true,25,1.25,1.684,1.1,0.1,1.07,1.07,1,1,1,1,1,1,1.07,1.313,,,,,,,,,150,300,0,0,Fire,,
25.124,CAST,Flamestrike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fire,,600ms
25.244,APPLY,Burning,,,,1,,,10000,19000,90,false,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dragon's Tooth
25.244,HIT,Dragon's Tooth,1.1,2.25,13149,,,,,,,,,4065,1000,750,,91.095,233.533,2.216,25,true,25,1.25,1.684,1.1,0.1,1.07,1.07,1,1,1,1,1,1,1.07,1.313,,,,,,,,,150,300,0,0,Fire,,
25.364,APPLY,Burning,,,,1,,,1500,2850,90,false,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flamestrike
25.364,HIT,Flamestrike,1.1,0.5,2922,,,,,,,,,4065,1000,750,,91.095,233.533,2.216,25,true,25,1.25,1.684,1.1,0.1,1.07,1.07,1,1,1,1,1,1,1.07,1.313,,,,,,,,,150,300,0,0,Fire,,
25.644,APPLY,Burning,,,,1,,,2500,4750,90,false,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flamestrike
25.644,HIT,Flamestrike,2.1,0.7,4091,,,,,,,,,4065,1000,750,,91.095,233.533,2.216,25,true,25,1.25,1.684,1.1,0.1,1.07,1.07,1,1,1,1,1,1,1.07,1.313,,,,,,,,,150,300,0,0,Fire,,
25.724,CAST,Phoenix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fire,,480ms
25.960,HIT,Glyph of Elementals,11.1,0,985,,,,,,,,,4065,690.5,750,,91.095,233.533,2.216,25,true,25,1.25,1.684,1.1,0.1,1.07,1.07,1,1,1,1,1,1,1.07,1.313,,,,,,,,,150,300,0,0,Fire,,flat-strike
25.998,TICK,Burning,,,,25,572,14302,,,,,,,,750,4065,,,,25,,25,1.25,,,,,,,,,,,,,1.313,0,1,435.88,0.05,0,0,0,0,,,,,,,
26.044,HIT,Phoenix,1.1,0.75,4383,,,,,,,,,4065,1000,750,,91.095,233.533,2.216,25,true,25,1.25,1.684,1.1,0.1,1.07,1.07,1,1,1,1,1,1,1.07,1.313,,,,,,,,,150,300,0,0,Fire,,
26.084,APPLY,Burning,,,,2,,,6000,11400,90,false,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phoenix
26.084,HIT,Phoenix,2.1,1.7,9934,,,,,,,,,4065,1000,750,,91.095,233.533,2.216,25,true,25,1.25,1.684,1.1,0.1,1.07,1.07,1,1,1,1,1,1,1.07,1.313,,,,,,,,,150,300,0,0,Fire,,
26.104,HIT,Phoenix,3.1,0.75,4383,,,,,,,,,4065,1000,750,,91.095,233.533,2.216,25,true,25,1.25,1.684,1.1,0.1,1.07,1.07,1,1,1,1,1,1,1.07,1.313,,,,,,,,,150,300,0,0,Fire,,
26.204,CAST,Fire Grab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fire,,560ms
26.371,SWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fire→Air
26.371,HIT,Air Attunement,1.1,0,0,,,,,,,,,3765,1100,750,,91.095,243.533,2.308,25,true,25,1.25,1.684,1.1,0.1,1.07,1.07,1,1,1,1,1,1,1.07,1.313,,,,,,,,,0,150,0,0,Air,,
26.371,HIT,Electric Discharge,1.1,0.35,2671,,,,,,,,,3765,690.5,750,,91.095,243.533,4.526,25,true,25,1.25,1.684,1.1,0.1,1.07,1.07,1,1,1,1,1,1,1.07,1.313,,,,,,,,,0,150,0,0,Air,,
26.684,HIT,Fire Grab,1.1,3.5,19722,,,,,,,,,3765,1000,750,,91.095,243.533,2.308,25,true,25,1.25,1.684,1.1,0.1,1.07,1.07,1,1,1,1,1,1,1.07,1.313,,,,,,,,,0,150,0,0,Air,,
26.725,CAST,Lightning Strike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Air,,0ms
26.725,HIT,Lightning Strike,1.1,1.2,6762,,,,,,,,,3765,1000,750,,91.095,243.533,2.308,25,true,25,1.25,1.684,1.1,0.1,1.07,1.07,1,1,1,1,1,1,1.07,1.313,,,,,,,,,0,150,0,0,Air,,
26.764,CAST,Signet of Fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Air,,520ms
26.998,TICK,Burning,,,,22,543,11936,,,,,,,,750,3765,,,,25,,25,1.25,,,,,,,,,,,,,1.313,0,1,413.38,0.05,0,0,0,0,,,,,,,
27.204,APPLY,Burning,,,,2,,,10000,19000,90,false,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Signet of Fire
27.204,HIT,Signet of Fire,1.1,0.5,1945,,,,,,,,,3765,690.5,750,,91.095,243.533,2.308,25,true,25,1.25,1.684,1.1,0.1,1.07,1.07,1,1,1,1,1,1,1.07,1.313,,,,,,,,,0,150,0,0,Air,,
27.284,CAST,Ride the Lightning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Air,,120ms
27.364,HIT,Ride the Lightning,1.1,1.5,8452,,,,,,,,,3765,1000,750,,91.095,243.533,2.308,25,true,25,1.25,1.684,1.1,0.1,1.07,1.07,1,1,1,1,1,1,1.07,1.313,,,,,,,,,0,150,0,0,Air,,
27.404,CAST,Arc Lightning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Air,,2309ms
27.844,HIT,Arc Lightning,1.1,0.35,1972,,,,,,,,,3765,1000,750,,91.095,243.533,2.308,25,true,25,1.25,1.684,1.1,0.1,1.07,1.07,1,1,1,1,1,1,1.07,1.313,,,,,,,,,0,150,0,0,Air,,
27.998,TICK,Burning,,,,20,543,10851,,,,,,,,750,3765,,,,25,,25,1.25,,,,,,,,,,,,,1.313,0,1,413.38,0.05,0,0,0,0,,,,,,,
28.084,HIT,Arc Lightning,2.1,0.35,1793,,,,,,,,,3765,1000,750,,91.095,243.533,2.308,25,true,25,1.25,1.531,1,0,1.07,1.07,1,1,1,1,1,1,1.07,1.25,,,,,,,,,0,150,0,0,Air,,
28.364,HIT,Arc Lightning,3.1,0.35,1793,,,,,,,,,3765,1000,750,,91.095,243.533,2.308,25,true,25,1.25,1.531,1,0,1.07,1.07,1,1,1,1,1,1,1.07,1.25,,,,,,,,,0,150,0,0,Air,,
28.604,HIT,Arc Lightning,4.1,0.4,2049,,,,,,,,,3765,1000,750,,91.095,243.533,2.308,25,true,25,1.25,1.531,1,0,1.07,1.07,1,1,1,1,1,1,1.07,1.25,,,,,,,,,0,150,0,0,Air,,
28.844,HIT,Arc Lightning,5.1,0.4,2049,,,,,,,,,3765,1000,750,,91.095,243.533,2.308,25,true,25,1.25,1.531,1,0,1.07,1.07,1,1,1,1,1,1,1.07,1.25,,,,,,,,,0,150,0,0,Air,,
28.998,CAST,Feel the Burn!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Air,,0ms
28.998,APPLY,Burning,,,,2,,,4000,7600,90,false,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feel the Burn!
28.998,HIT,Feel the Burn!,1.1,2.5,9727,,,,,,,,,3765,690.5,750,,91.095,243.533,2.308,25,true,25,1.25,1.684,1.1,0.1,1.07,1.07,1,1,1,1,1,1,1.07,1.313,,,,,,,,,0,150,0,0,Air,,
28.998,TICK,Burning,,,,19,543,10309,,,,,,,,750,3765,,,,25,,25,1.25,,,,,,,,,,,,,1.313,0,1,413.38,0.05,0,0,0,0,,,,,,,
29.124,HIT,Arc Lightning,6.1,0.4,2254,,,,,,,,,3765,1000,750,,91.095,243.533,2.308,25,true,25,1.25,1.684,1.1,0.1,1.07,1.07,1,1,1,1,1,1,1.07,1.313,,,,,,,,,0,150,0,0,Air,,
29.364,HIT,Arc Lightning,7.1,0.338,1902,,,,,,,,,3765,1000,750,,91.095,243.533,2.308,25,true,25,1.25,1.684,1.1,0.1,1.07,1.07,1,1,1,1,1,1,1.07,1.313,,,,,,,,,0,150,0,0,Air,,
29.604,HIT,Arc Lightning,8.1,0.338,1902,,,,,,,,,3765,1000,750,,91.095,243.533,2.308,25,true,25,1.25,1.684,1.1,0.1,1.07,1.07,1,1,1,1,1,1,1.07,1.313,,,,,,,,,0,150,0,0,Air,,
29.680,HIT,Glyph of Elementals,12.1,0,985,,,,,,,,,3765,690.5,750,,91.095,243.533,2.308,25,true,25,1.25,1.684,1.1,0.1,1.07,1.07,1,1,1,1,1,1,1.07,1.313,,,,,,,,,0,150,0,0,Air,,flat-strike
29.713,CAST,Overload Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Air,,3200ms
29.713,HIT,Electric Discharge,1.1,0.35,2564,,,,,,,,,3765,690.5,750,,91.095,233.533,4.344,25,true,25,1.25,1.684,1.1,0.1,1.07,1.07,1,1,1,1,1,1,1.07,1.313,,,,,,,,,0,150,0,0,Earth,,
29.994,CAST,Lightning Strike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Air,,0ms
29.994,HIT,Lightning Strike,1.1,1.2,6762,,,,,,,,,3765,1000,750,,91.095,243.533,2.308,25,true,25,1.25,1.684,1.1,0.1,1.07,1.07,1,1,1,1,1,1,1.07,1.313,,,,,,,,,0,150,0,0,Air,,
29.994,APPLY,Burning,,,,1,,,3000,5700,90,false,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burning Precision
29.998,TICK,Burning,,,,18,543,9766,,,,,,,,750,3765,,,,25,,25,1.25,,,,,,,,,,,,,1.313,0,1,413.38,0.05,0,0,0,0,,,,,,,
30.433,HIT,Overload Air,1.1,0.85,5269,,,,,,,,,3765,1100,750,,91.095,243.533,2.308,25,true,25,1.25,1.684,1.1,0.1,1.07,1.07,1,1,1,1,1,1,1.07,1.313,,,,,,,,,0,150,0,0,Air,,
30.833,HIT,Overload Air,2.1,0.85,5269,,,,,,,,,3765,1100,750,,91.095,243.533,2.308,25,true,25,1.25,1.684,1.1,0.1,1.07,1.07,1,1,1,1,1,1,1.07,1.313,,,,,,,,,0,150,0,0,Air,,
30.998,TICK,Burning,,,,12,543,6511,,,,,,,,750,3765,,,,25,,25,1.25,,,,,,,,,,,,,1.313,0,1,413.38,0.05,0,0,0,0,,,,,,,
31.233,HIT,Overload Air,3.1,0.85,5269,,,,,,,,,3765,1100,750,,91.095,243.533,2.308,25,true,25,1.25,1.684,1.1,0.1,1.07,1.07,1,1,1,1,1,1,1.07,1.313,,,,,,,,,0,150,0,0,Air,,
31.633,HIT,Overload Air,4.1,0.85,5269,,,,,,,,,3765,1100,750,,91.095,243.533,2.308,25,true,25,1.25,1.684,1.1,0.1,1.07,1.07,1,1,1,1,1,1,1.07,1.313,,,,,,,,,0,150,0,0,Air,,
31.760,APPLY,Burning,,,,1,,,3000,5700,90,false,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glyph of Elementals
31.760,HIT,Glyph of Elementals,13.1,0,400,,,,,,,,,3765,690.5,750,,91.095,243.533,2.308,25,true,25,1.25,1.684,1.1,0.1,1.07,1.07,1,1,1,1,1,1,1.07,1.313,,,,,,,,,0,150,0,0,Air,,flat-strike
31.960,APPLY,Burning,,,,1,,,3000,5700,90,false,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glyph of Elementals
31.960,HIT,Glyph of Elementals,14.1,0,400,,,,,,,,,3765,690.5,750,,91.095,243.533,2.308,25,true,25,1.25,1.684,1.1,0.1,1.07,1.07,1,1,1,1,1,1,1.07,1.313,,,,,,,,,0,150,0,0,Air,,flat-strike
31.998,TICK,Burning,,,,14,543,7596,,,,,,,,750,3765,,,,25,,25,1.25,,,,,,,,,,,,,1.313,0,1,413.38,0.05,0,0,0,0,,,,,,,
32.033,HIT,Overload Air,5.1,0.85,5269,,,,,,,,,3765,1100,750,,91.095,243.533,2.308,25,true,25,1.25,1.684,1.1,0.1,1.07,1.07,1,1,1,1,1,1,1.07,1.313,,,,,,,,,0,150,0,0,Air,,
32.160,APPLY,Burning,,,,1,,,3000,5700,90,false,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glyph of Elementals
32.160,HIT,Glyph of Elementals,15.1,0,400,,,,,,,,,3765,690.5,750,,91.095,243.533,2.308,25,true,25,1.25,1.684,1.1,0.1,1.07,1.07,1,1,1,1,1,1,1.07,1.313,,,,,,,,,0,150,0,0,Air,,flat-strike
32.360,HIT,Glyph of Elementals,16.1,0,4800,,,,,,,,,3765,690.5,750,,91.095,243.533,2.308,25,true,25,1.25,1.684,1.1,0.1,1.07,1.07,1,1,1,1,1,1,1.07,1.313,,,,,,,,,0,150,0,0,Air,,flat-strike
32.433,HIT,Overload Air,6.1,0.85,5269,,,,,,,,,3765,1100,750,,91.095,243.533,2.308,25,true,25,1.25,1.684,1.1,0.1,1.07,1.07,1,1,1,1,1,1,1.07,1.313,,,,,,,,,0,150,0,0,Air,,
32.833,HIT,Overload Air,7.1,0.85,5269,,,,,,,,,3765,1100,750,,91.095,243.533,2.308,25,true,25,1.25,1.684,1.1,0.1,1.07,1.07,1,1,1,1,1,1,1.07,1.313,,,,,,,,,0,150,0,0,Air,,
32.883,SWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Air→Earth
32.883,HIT,Earth Attunement,1.1,0,0,,,,,,,,,3765,1100,750,,91.095,233.533,2.216,25,true,25,1.25,1.684,1.1,0.1,1.07,1.07,1,1,1,1,1,1,1.07,1.313,,,,,,,,,0,150,0,0,Earth,,
32.913,CAST,Stone Shards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Earth,,84ms
32.913,HIT,Lightning Jolt,1.1,2.64,5463,,,,,,,,,3765,690.5,750,,0,233.533,1,25,true,25,1.25,2.067,1.35,0.35,1.07,1.07,1,1,1,1,1,1,1.07,1.563,,,,,,,,,0,150,0,0,Earth,,
